epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,13858.3,1.06258,0.58772,0.8726,0.58951,0.44048,0.45926,0.27234,1.31102,0.79659,0.9126,0.000255513,0.000255513,0.000255513
186,13932.1,1.06707,0.59041,0.87401,0.58641,0.4417,0.45921,0.27228,1.31094,0.79674,0.91265,0.000236769,0.000236769,0.000236769
187,14005.9,1.05994,0.58385,0.87019,0.58571,0.44195,0.45927,0.27232,1.31102,0.79708,0.9127,0.000219212,0.000219212,0.000219212
188,14079.9,1.06621,0.58948,0.87246,0.58742,0.44147,0.4592,0.27211,1.3112,0.79717,0.91279,0.000202847,0.000202847,0.000202847
189,14153.7,1.05961,0.58431,0.87208,0.58414,0.44262,0.45909,0.27204,1.31141,0.79773,0.91287,0.000187678,0.000187678,0.000187678
190,14227.5,1.06689,0.58588,0.87314,0.58579,0.44181,0.45892,0.27201,1.31141,0.79783,0.91287,0.000173709,0.000173709,0.000173709
191,14299.1,1.03031,0.5444,0.86458,0.58557,0.44219,0.45925,0.27191,1.31133,0.79791,0.91295,0.000160943,0.000160943,0.000160943
192,14368.4,1.01334,0.53219,0.8608,0.58453,0.44282,0.45928,0.27197,1.31092,0.79798,0.91297,0.000149383,0.000149383,0.000149383
193,14437.9,1.00617,0.52857,0.85991,0.58572,0.44237,0.45912,0.27197,1.3105,0.79809,0.91296,0.000139032,0.000139032,0.000139032
194,14507.3,1.00673,0.52764,0.8595,0.58594,0.44195,0.45904,0.27175,1.31029,0.79825,0.91297,0.000129893,0.000129893,0.000129893
195,14576.8,1.00707,0.52703,0.85871,0.58703,0.44204,0.45898,0.27185,1.30978,0.79845,0.91291,0.000121968,0.000121968,0.000121968
196,14646.3,1.00422,0.52591,0.85887,0.58684,0.44165,0.45869,0.27169,1.3094,0.79869,0.91295,0.000115259,0.000115259,0.000115259
197,14715.8,1.0018,0.52353,0.85826,0.58726,0.44103,0.45859,0.27169,1.30911,0.79884,0.91295,0.000109768,0.000109768,0.000109768
198,14785.2,1.00041,0.52403,0.8579,0.58773,0.44092,0.45848,0.27177,1.30888,0.79895,0.91292,0.000105495,0.000105495,0.000105495
199,14854.7,1.00054,0.52322,0.8584,0.58549,0.44232,0.45854,0.27177,1.3086,0.79911,0.91292,0.000102443,0.000102443,0.000102443
200,14924.2,1.00273,0.5251,0.85834,0.58411,0.4428,0.45861,0.27164,1.30832,0.79907,0.91294,0.000100611,0.000100611,0.000100611
